path,label
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/db86273f-ea7e-4131-a1b7-75e9f990d596___JR_FrgE.S 2892_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/ba1c31ed-0786-4d38-97dc-99c28fb61e64___RS_HL 7289_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/db172d76-ff08-4bd5-bd0b-6231f432434a___RS_HL 5725_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/82f4f2fc-b28e-4834-95b8-3d7b144f8b15___FREC_Scab 3063_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/7f4d7ebc-7d2b-454f-8f61-b5dc469a16b7___FREC_Scab 3010_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/c84037f0-a9ba-46fc-9e44-ca67914ae7d0___FREC_Scab 3171_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/47c9915d-7fb5-4426-a1b8-5928c3b20666___RS_HL 7565_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/ad7674f8-ff0c-43f8-9bb7-1c347ba197fe___RS_HL 7812_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/769283e3-f7ec-4e62-b907-4b22d1bda1ea___JR_FrgE.S 8618_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/23f31e0d-3330-4752-9f83-8aba28c90ccb___FREC_Scab 3178_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/cbc30a63-6c05-405d-b735-0a8eee10192d___RS_HL 5983_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/f0fb0e55-8a67-4df0-be6f-90913f64bc28___RS_HL 7352_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/d80c1667-5e83-4405-9759-a9521eff44ad___RS_HL 5699_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/461e67e8-40dd-4bf6-964a-d16c7fc59ac9___RS_HL 7244_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/b31cfff9-da7e-40ca-8e8a-2b8562031473___RS_HL 7333_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/5d1c501f-ce9a-4538-ac05-bda251444cba___JR_FrgE.S 3035_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/0812e1e4-6d1b-4264-8f23-6519354fc5a6___FREC_Scab 3293_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/530f24d7-aefb-419d-b814-2cb3a81cfe2c___RS_HL 6071_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/d5c866b2-7eb2-421a-a42a-906308cbffb2___RS_HL 6116_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Cedar_apple_rust/fb11d069-d664-4666-ab51-3a7a4284e495___FREC_C.Rust 3791_final_masked.jpg,Apple___Cedar_apple_rust
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/2408e9ef-1a03-44f4-9432-e24113c409e3___RS_HL 7556_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/707ef394-bd7d-463c-86b8-4a13464bc6e0___RS_HL 7555_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Cedar_apple_rust/2dd8a8e6-8774-49a9-a712-9fa6b9ef21f3___FREC_C.Rust 3594_final_masked.jpg,Apple___Cedar_apple_rust
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/c3740e2e-9676-4468-a33b-3e11de158532___RS_HL 5872_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/4fa27e50-47f1-4ce8-964d-06e0d62c086d___RS_HL 7881_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/230a4c38-8e59-4c1d-bda8-ee3401e6507b___RS_HL 7945_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/1e2149c8-f9ed-49b2-a8c2-2e8b2046d0f7___JR_FrgE.S 2965_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/bc2ce052-84b8-4de9-bd9d-7528869b62dc___FREC_Scab 3309_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/a0fb83fc-d5a2-4ddf-9a04-c2bf96e5027f___FREC_Scab 3175_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/55cd6283-a5b1-47e9-b061-c7692c8ba781___FREC_Scab 3460_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/96fa4629-851e-4706-b397-f27c6f6f272c___RS_HL 7913_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/9fd4b6dc-c72b-4a90-b9c6-e5518f237d90___RS_HL 5760_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/4e770559-e332-470e-aae3-c7ad0399dd20___FREC_Scab 3513_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/4bfc8d18-abd9-473f-b581-22283574686d___RS_HL 8088_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/88079400-60e9-4317-b917-0bee6c8c16f5___FREC_Scab 3411_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/b02a7f1d-3cfc-489e-9e74-983059c6980d___FREC_Scab 3244_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/25aeb397-bc36-4fe5-affe-6b8195d4f282___FREC_Scab 3494_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/3df0da99-6c5d-4520-b396-9616e81f8935___RS_HL 6031_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/bae0be56-db99-469e-909a-6035f9b85443___RS_HL 6003_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/d6318793-dacc-4b58-bb19-043324042180___RS_HL 7246_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/0a5e9323-dbad-432d-ac58-d291718345d9___FREC_Scab 3417_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/e1571e9e-b373-4d7d-9106-a0b1e4e89bd9___RS_HL 7342_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/8536327d-1f21-4599-a587-c75b3ae576e4___RS_HL 5746_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/fc7d3fc0-1b3c-4865-adee-3670870ec4c3___JR_FrgE.S 2913_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/cb36375a-3a30-4d01-8764-358eb6300f16___FREC_Scab 3378_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/0db71c1d-93d7-4481-b0d0-b73f995131a9___FREC_Scab 2976_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/2bc018ba-3c49-4cf4-9411-a93b7b196f45___FREC_Scab 3326_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/b2187f22-a9bf-47e1-8b92-b12af779833f___RS_HL 5944_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/24cddc8a-d7e6-4ebf-9771-b3844913f02e___RS_HL 5966_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Cedar_apple_rust/7e32ce27-bc89-4fca-9f49-c50de91210d1___FREC_C.Rust 4425_final_masked.jpg,Apple___Cedar_apple_rust
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/723a658e-85ee-431c-bfe7-a411686bd528___RS_HL 6074_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/1452dba2-3694-4657-ac64-fed65ebea056___JR_FrgE.S 3081_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/d48c6280-ceec-4b35-bc04-bbbf56995203___FREC_Scab 3262_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/bf5fa34e-8d39-43e2-8b54-ba83366871b1___JR_FrgE.S 3095_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/3fdbd8fe-f026-4fef-b02d-b451fb60cb86___RS_HL 7353_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/9f815013-3c21-403b-80ca-c69cd82d6251___FREC_Scab 2963_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/525ecf21-2ca1-4939-b258-6002432703aa___RS_HL 7712_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/d103c4fb-790f-4178-8208-dd191b375600___RS_HL 5645_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/19331cca-70bd-47e9-8e0e-2b3ea81f2d1c___RS_HL 5655_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/0e90fe4a-e8b6-4186-9429-a9fea180af9a___FREC_Scab 3391_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/1ec5d93e-76ab-44cf-a53e-ef3f741a095a___RS_HL 7504_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/1bb4d1d5-ca06-49b6-8f89-ed0d6c1d68af___JR_FrgE.S 8777_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/9d98700c-5613-4156-95db-e09fbb00cb04___RS_HL 8007_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/65f9450e-cd32-465c-b2cd-e24111798fb1___RS_HL 7950_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/13b16e68-c82c-4de8-ab34-877ff352e821___FREC_Scab 3180_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/dbf6dab4-0765-454c-8cb9-6b4329bca971___FREC_Scab 3225_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/96a26f9f-76b9-456a-b39f-d390ff20bc58___FREC_Scab 3257_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/f3303560-12ce-4e37-b62c-bfb5aad8aa0d___FREC_Scab 3332_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Cedar_apple_rust/c915957c-39df-4299-8061-f1f94293529a___FREC_C.Rust 3660_final_masked.jpg,Apple___Cedar_apple_rust
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/3d300955-5956-4ed8-9348-d2d02388d4d3___RS_HL 7772_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/6639559d-7af6-40b0-9677-a8dcfe036435___FREC_Scab 3342_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/f43cffa7-756c-40c1-ad67-8924692019a1___RS_HL 6187_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/c7a9601c-b927-413d-8bc8-2175e573b128___FREC_Scab 3031_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/1d81b4c1-072d-4cf7-b1ca-ce43f59822d8___FREC_Scab 3406_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/60af8fc1-7f44-496c-9999-507d06e92142___RS_HL 7278_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/41c30a63-9e26-4ced-8110-038a2e36b095___FREC_Scab 3298_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/f8ef99d9-9d01-4aeb-9248-e8c312c9a981___FREC_Scab 3129_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/d42691a9-d8a5-43f9-b9e6-7a2cd5bc8371___FREC_Scab 3224_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/1a21aabb-6f74-4644-8d9e-a517568b7e9c___FREC_Scab 3095_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Cedar_apple_rust/0cd24b0c-0a9d-483f-8734-5c08988e029f___FREC_C.Rust 3762_final_masked.jpg,Apple___Cedar_apple_rust
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/307abcdd-96f7-404a-9032-2ce8de2fde48___JR_FrgE.S 8781_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/e439a002-e035-401e-a1aa-77f99fbd65ad___RS_HL 5880_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/336c4870-9f2f-4cdc-ba05-f9d27271ef07___RS_HL 7670_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/4cf06978-a0b5-43a0-8da3-fda45eee2e1c___RS_HL 5777_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/5581f206-7305-4430-be5f-8de62689fb70___FREC_Scab 2918_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/2d62f422-484f-4fa9-af67-f2724cfe5564___RS_HL 7441_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/c337df55-148e-41c6-8739-e7c87ec1b32e___RS_HL 6276_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/8c6b7e3f-0a34-4370-9477-110614bd7a8f___RS_HL 7281_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/095c9131-a0cb-47de-898a-f9371f208c01___FREC_Scab 3109_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Cedar_apple_rust/0340baaa-e9cc-4c04-8f9b-c204180d9ae3___FREC_C.Rust 3805_final_masked.jpg,Apple___Cedar_apple_rust
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/34a96778-25fe-4e97-910e-56b39fc2bdd6___RS_HL 6263_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/ddca8aa6-4338-40ea-bf8b-004a53547144___RS_HL 6052_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/56473ed3-436d-4ee1-842a-02bc4fba12e7___JR_FrgE.S 2847_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/fed05dda-1d4d-4de4-bbf2-517640b3c999___FREC_Scab 3446_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/e3bbf9e4-4af5-4137-b996-440c5de827dd___RS_HL 5780_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/e1e8a707-d2b0-4cb6-ae56-c26a5e9ff016___JR_FrgE.S 8761_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/977c9b03-47f2-412d-a73d-7e647e973336___JR_FrgE.S 2887_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/5d1bb18d-dda0-4079-b3c5-62bc50c3ce35___RS_HL 7560_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/67c7e9f9-19ca-4fb5-a2b1-8efdeed7b9e2___FREC_Scab 3397_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/3d0032d5-ac37-4dbe-8c2c-ef567472578b___RS_HL 7750_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/b55fbd6e-955c-4016-acff-4829df8a2f0f___RS_HL 7399_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/d06d7e4c-e0d4-4f03-8f9d-004405a19f2b___RS_HL 5986_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/9922fc5b-28d9-4ad7-90f2-7ad252f716dc___JR_FrgE.S 2741_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/88076c11-c60e-4aea-afca-a1f1187eff0a___RS_HL 5706_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/89f6b546-2692-4ea9-aaac-66ef1b8a7bdd___RS_HL 7250_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/889a58f6-911e-4f6f-86fa-7058d2a5d964___RS_HL 7632_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/b856fc24-15d8-4294-8dd5-70a270f54518___JR_FrgE.S 8789_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/8b28fdba-2f54-45dc-a671-a2743f127c45___FREC_Scab 3346_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Cedar_apple_rust/91ba83a7-5138-4cec-9fe4-e8729484836b___FREC_C.Rust 0058_final_masked.jpg,Apple___Cedar_apple_rust
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Cedar_apple_rust/24f68f21-8edb-49df-b0f1-d75ac66631fd___FREC_C.Rust 9937_final_masked.jpg,Apple___Cedar_apple_rust
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/eff8a4a7-8aa4-4549-ae15-035f85c15486___RS_HL 7783_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/56ca7e9b-3db1-4130-ab97-8627eb1a3850___RS_HL 7593_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/c5f61d94-be12-4995-99e0-551384b7df17___RS_HL 7860_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/8a212787-77fb-40dc-a028-92d5ff2d6c7c___FREC_Scab 3043_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Cedar_apple_rust/85c546e8-0e5c-4d84-9ec8-3ebb53942b98___FREC_C.Rust 9847_final_masked.jpg,Apple___Cedar_apple_rust
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/d2ccc66e-eedd-4a68-8b8b-d4b8018f6a56___RS_HL 5792_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/2a800c84-902e-4aa8-af13-4e020d6f17dd___FREC_Scab 3124_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/95c2cc04-5581-48ca-8001-9644bb488b12___FREC_Scab 3163_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/0bb2ddc5-d1f4-4fc2-be6b-6b63c60790df___RS_HL 7550_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/97294a06-04ae-440f-b130-ddff2817c727___FREC_Scab 3372_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/5386aabe-1e7f-4688-ac5e-ade0e91318d4___JR_FrgE.S 8638_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Black_rot/f079c46a-6614-45ac-8ab6-187d126609e5___JR_FrgE.S 2767_final_masked.jpg,Apple___Black_rot
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/9d3b64cb-6af0-49b7-a488-2e8af4caff65___RS_HL 7330_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___Apple_scab/1bcc3b5d-7e00-43fb-983e-95ae271a715b___FREC_Scab 3061_final_masked.jpg,Apple___Apple_scab
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/d5551b0d-594f-48c7-b689-c409145bf6cf___RS_HL 6325_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/43619607-151e-41c1-b428-89f24c177515___RS_HL 5723_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/0bff693d-bab0-4438-9dac-e4503e5e83bb___RS_HL 5741_final_masked.jpg,Apple___healthy
H:/Neuralbrion/AppleRGBDemoWithGPU/PlantVillage/ImageDataset/img1/Apple___healthy/e00d340c-2088-458e-b41d-b628959397c1___RS_HL 5940_final_masked.jpg,Apple___healthy
